[['Philapedia', 3.992303979497981], ['Washington D.C.', 2.2251878737397264], ['Washington D.C.', 2.703754348429766], ['Philapedia', 3.900215472550781], ['Seattle', 4.99003388996634], ['Seattle', 4.963410737537836], ['Seattle', 4.664828711626807], ['Washington D.C.', 2.9775830300549875], ['Seattle', 5.1520094519827495], ['Seattle', 4.737608046594454]]
[['New York City', 0.914976792067581], ['New York City', 0.539705872038144], ['Philapedia', 4.476481772452662], ['Philapedia', 4.735387862364019], ['Philapedia', 4.101624284890164], ['Seattle', 5.242282699632904], ['New York City', 0.8667425610748336], ['Philapedia', 4.020890040460635], ['Philapedia', 3.950437062872295], ['Seattle', 5.049359163499568]]
[['Boston', 1.7252398162248064], ['Washington D.C.', 2.0822136022173545], ['Boston', 1.966694493804034], ['Washington D.C.', 2.840893111724087], ['Seattle', 4.606586327078754], ['Philapedia', 3.900012859729724], ['Boston', 1.892266007283062], ['Seattle', 5.337144944913286], ['Boston', 1.8457964344107474], ['Boston', 1.73625695749379]]
[['Boston', 2.415559470433727], ['Philapedia', 3.579490193994017], ['Seattle', 4.920910324636046], ['Boston', 1.7490823524874646], ['Boston', 1.3166264818362725], ['Washington D.C.', 2.79654665216246], ['Boston', 2.18302407333726], ['Washington D.C.', 3.250138463458144], ['Boston', 1.7518617680417998], ['Boston', 2.0786225706673798]]
[['Washington D.C.', 2.4658800414444877], ['Seattle', 5.049632505215907], ['Boston', 2.079399234962395], ['Boston', 1.9017063297397248], ['Washington D.C.', 2.6813947467778223], ['Philapedia', 3.8820644736401624], ['Seattle', 5.656983693659669], ['Boston', 1.98702570855278], ['Philapedia', 4.051279766714154], ['Boston', 2.298337010439839]]
[['Seattle', 4.540726676147121], ['Washington D.C.', 3.1068671339809772], ['New York City', 0.5047875128629737], ['Seattle', 4.27838036774159], ['Seattle', 4.604865050856155], ['Washington D.C.', 2.8973059858538996], ['Boston', 1.6350033377400561], ['Seattle', 4.656883172299236], ['Seattle', 4.9966785635213045], ['Washington D.C.', 2.9652001694740617]]
[['Boston', 2.199289697779732], ['Philapedia', 4.633575375773891], ['Boston', 2.1356675150329383], ['Seattle', 5.021760196381784], ['Philapedia', 4.654885017772705], ['Boston', 1.3505426186290697], ['Boston', 2.0878986610887806], ['Boston', 2.4042590669576365], ['Boston', 1.873145657797736], ['Washington D.C.', 3.4908975989014643]]
[['Philapedia', 3.8033492265959223], ['Boston', 2.066500282375329], ['Boston', 2.0001598019059292], ['Philapedia', 3.713432284374168], ['Boston', 1.7416156262937856], ['Boston', 2.1150531430898925], ['Philapedia', 3.999048679556132], ['Boston', 2.276507203392491], ['Boston', 1.6155665854766312], ['Boston', 1.8366382734459257]]
[['Philapedia', 3.8036127966412625], ['Washington D.C.', 2.94267877461305], ['New York City', 1.447866630760003], ['Washington D.C.', 3.5030303729653745], ['New York City', 1.1159483105479353], ['Washington D.C.', 2.896999582100449], ['Washington D.C.', 3.0346752766386724], ['Philapedia', 4.0590330458425825], ['New York City', 0.48713922846743196], ['Seattle', 4.5693142926556405]]
[['Boston', 1.7462806256855181], ['Seattle', 4.9099828424153555], ['Washington D.C.', 2.858761681821975], ['Seattle', 4.969299865529935], ['Washington D.C.', 2.7205050535573587], ['Seattle', 5.109455615089523], ['Seattle', 4.843636122693993], ['Boston', 2.1576096389389616], ['Seattle', 5.064811183384149], ['Seattle', 5.293132716190177]]
[['Philapedia', 4.484192702236227], ['New York City', 1.3020868843802298], ['New York City', 1.1877303685154867], ['Philapedia', 4.2051490515004275], ['New York City', 0.6988943585463162], ['Boston', 2.3998085524013075], ['Boston', 2.050983040496844], ['Boston', 2.0751336768908115], ['New York City', 0.8514458929114093], ['New York City', 0.8933572468967341]]
[['New York City', 0.9060267385296132], ['Philapedia', 4.053776008645449], ['Boston', 2.090301993573645], ['New York City', 0.7530428552975926], ['Boston', 1.7213945875901053], ['Philapedia', 3.940510968883803], ['Seattle', 4.914248980316164], ['Philapedia', 3.636272272696079], ['Philapedia', 3.8769548386607617], ['Seattle', 5.120918935837768]]
[['Boston', 2.190486181381059], ['Boston', 2.364374741759536], ['Seattle', 4.232733836229364], ['Boston', 1.6740907353320083], ['Boston', 2.3395576727061353], ['Philapedia', 4.183538556683505], ['Seattle', 5.13662176562075], ['Boston', 1.9577824099090588], ['Philapedia', 3.6913664040654135], ['Philapedia', 4.33299879612587]]
[['Boston', 1.7183098089943774], ['Boston', 1.697590464321161], ['Washington D.C.', 3.2375253196594533], ['Boston', 1.9923532763801677], ['Philapedia', 4.272099420851251], ['Philapedia', 3.854867851855427], ['Boston', 2.0834844042387815], ['Philapedia', 3.9971236879523118], ['Washington D.C.', 3.829028469349872], ['Boston', 2.041509428078813]]
[['Boston', 2.5893145791659293], ['Seattle', 5.5258724348912684], ['Boston', 2.1789119662097165], ['Boston', 1.5656033130856317], ['Boston', 2.0167032470724022], ['Boston', 1.7091330456196208], ['Philapedia', 3.7843236894218917], ['Boston', 2.3687395360418457], ['Seattle', 5.947336837078009], ['Boston', 2.0531743274559138]]
[['Philapedia', 3.705069484413096], ['Philapedia', 3.907925445831933], ['New York City', 1.09647032907921], ['Philapedia', 3.734586281560261], ['Philapedia', 3.5070411115592153], ['New York City', 1.0781874726826737], ['Seattle', 5.14282675873935], ['Philapedia', 4.272156242804366], ['Philapedia', 4.151150286113264], ['Philapedia', 4.17258991044676]]
[['Boston', 2.3407508966521364], ['Boston', 1.7398360212087374], ['Boston', 1.9861775555452441], ['Boston', 2.029849247093955], ['Washington D.C.', 3.4905244778184374], ['Boston', 2.2076963806467984], ['Philapedia', 4.535373037800212], ['Philapedia', 3.856691785520728], ['Boston', 2.0810774608584572], ['Philapedia', 4.57004082332445]]
[['New York City', 1.4820641548270557], ['Washington D.C.', 3.157624583246474], ['Seattle', 5.045959450220602], ['Boston', 2.1039643276373443], ['Seattle', 4.855200601529577], ['New York City', 0.936772889464159], ['New York City', 1.4064401613450639], ['Seattle', 4.934369159276591], ['Boston', 2.303707141542426], ['Seattle', 4.877921996278882]]
[['Philapedia', 3.8078378901841], ['Philapedia', 3.931297621137942], ['Philapedia', 3.942246623093758], ['Boston', 2.2505250518945514], ['Philapedia', 3.757007115737135], ['Philapedia', 4.40672641780196], ['New York City', 0.8761673191156365], ['Boston', 1.8553728920973078], ['Philapedia', 4.155018089680995], ['Philapedia', 4.260144850668048]]
[['Boston', 1.32764377221703], ['Boston', 2.17041152811242], ['Boston', 2.026330424752815], ['Boston', 2.0356079738338155], ['Washington D.C.', 3.4823064753311623], ['Boston', 1.8080874785019447], ['Boston', 1.9985622473070563], ['Boston', 2.2431958543869364], ['Boston', 2.0705456199501238], ['Seattle', 5.385677468384419]]
[['Philapedia', 4.190135266189092], ['Philapedia', 4.494555192274426], ['Philapedia', 4.096261914517364], ['Seattle', 4.6720019122743865], ['Boston', 2.3351161298523255], ['Philapedia', 3.7776047269880095], ['Washington D.C.', 3.0500443055582775], ['Boston', 1.8938534459075753], ['Boston', 2.1551289530375217], ['Seattle', 5.2975500823007025]]
[['Boston', 2.1288751492107196], ['Philapedia', 4.268140143706694], ['Boston', 2.2383129760373786], ['Boston', 1.6014681195561609], ['Boston', 1.6700351339998825], ['Boston', 1.8364135223411824], ['Boston', 1.8091393423412794], ['Seattle', 5.120335278097599], ['Seattle', 4.690834813095466], ['Boston', 2.320889144840471]]
[['Philapedia', 3.829311661902965], ['New York City', 1.1439900257602797], ['New York City', 0.903940203143059], ['Philapedia', 3.648471342710848], ['Philapedia', 4.0734083772818845], ['New York City', 1.174111811231442], ['New York City', 1.2683338913092073], ['New York City', 0.47624837660826047], ['Philapedia', 4.026964477116929], ['Seattle', 4.719225781954394]]
[['Washington D.C.', 3.2350379732370236], ['Seattle', 4.681035857095113], ['Seattle', 4.784913337499532], ['Seattle', 5.273148979370052], ['Washington D.C.', 2.966393667721799], ['Washington D.C.', 2.5456503948879012], ['Boston', 1.748519380264039], ['Seattle', 5.401785549557392], ['New York City', 1.1866071009565125], ['Boston', 1.4858464062189534]]
[['Washington D.C.', 3.0531343380944533], ['Washington D.C.', 2.8391576052521614], ['Washington D.C.', 2.8909975317626855], ['Philapedia', 4.121450272447784], ['Washington D.C.', 3.1826082522298895], ['Philapedia', 3.912360050665662], ['Washington D.C.', 2.8545170379057954], ['New York City', 0.9249674945256291], ['Seattle', 5.7479918415186], ['Washington D.C.', 2.569114566215156]]
[['Washington D.C.', 2.862513380770699], ['Seattle', 4.975899676897271], ['Seattle', 5.616082114623203], ['Philapedia', 4.277239308975855], ['Boston', 2.1456586083070555], ['Boston', 2.4931357737401125], ['Boston', 2.4465276953749777], ['Boston', 2.2890547359565874], ['Boston', 2.109273595203371], ['Boston', 1.8503437247216492]]
[['Seattle', 4.6739882997120645], ['Seattle', 4.904725175586152], ['Washington D.C.', 3.1308491217813486], ['Boston', 1.8478545635863575], ['Boston', 2.351774140064452], ['Washington D.C.', 2.9644785100423934], ['Seattle', 5.1772427555216005], ['Seattle', 4.957454679104344], ['Seattle', 5.5104731864844165], ['Seattle', 4.680302770125429]]
[['Seattle', 5.156972465169737], ['New York City', 0.8648643506581973], ['Seattle', 5.177123617490756], ['Seattle', 5.1551261139182545], ['Boston', 1.7362980199341789], ['Boston', 1.9064932650872068], ['Seattle', 4.794059033901586], ['New York City', 0.7763499158247932], ['Washington D.C.', 3.892758606724568], ['Washington D.C.', 2.480172528181436]]
[['Boston', 2.552593497686096], ['Boston', 1.8883429415941664], ['Philapedia', 4.502296837033205], ['Boston', 2.236709384028642], ['Washington D.C.', 3.262522150095596], ['Boston', 1.8016676203368727], ['Boston', 1.8717186434917907], ['Boston', 1.8814194983161059], ['Boston', 1.8419643404008816], ['Boston', 1.810149751065646]]
[['Seattle', 4.953126949929204], ['Philapedia', 4.426926120386548], ['Boston', 2.139061751089268], ['Philapedia', 3.9116349312127956], ['New York City', 1.0327924454443846], ['Philapedia', 4.125650361902884], ['New York City', 0.9672211063052779], ['Philapedia', 4.0123582694765725], ['Philapedia', 4.548104855350169], ['New York City', 0.5205923337092017]]
[['Washington D.C.', 3.5792664652805812], ['Washington D.C.', 3.524330366992521], ['Washington D.C.', 3.0707914248478656], ['Washington D.C.', 3.349954442935343], ['Philapedia', 4.017311605626962], ['Seattle', 5.080723596043818], ['Washington D.C.', 2.822007334698201], ['Philapedia', 4.010966229971345], ['Washington D.C.', 3.177469507278816], ['New York City', 0.6031385508247764]]
[['Philapedia', 4.02453820256828], ['Seattle', 5.693802965765534], ['Philapedia', 3.5668110953660626], ['New York City', 1.2295695851373458], ['New York City', 0.6330009335486398], ['Philapedia', 4.26908374733836], ['New York City', 1.2434838154904158], ['Boston', 1.9688469490012672], ['Philapedia', 4.219663858640805], ['Philapedia', 4.190593122770973]]
[['Philapedia', 3.9335672208099646], ['Boston', 2.3560761802558283], ['Boston', 1.998628738527007], ['Washington D.C.', 2.4895651412253623], ['Seattle', 5.487016494938299], ['Boston', 2.0937926074411704], ['Boston', 1.6952967209210519], ['Seattle', 4.71586394367438], ['Boston', 2.1277498556210475], ['Philapedia', 3.733009535363968]]
[['Washington D.C.', 2.307746885114544], ['Seattle', 4.922254576691668], ['Boston', 1.884415316687], ['Washington D.C.', 2.8724882793991444], ['Boston', 2.180091681246215], ['Seattle', 4.881472465424514], ['New York City', 1.1631514425019251], ['Seattle', 5.621307663205879], ['Seattle', 4.151374558950833], ['Boston', 2.0672700332173926]]
[['Boston', 1.6633192418411298], ['Philapedia', 3.828681920066683], ['Boston', 1.9797642996668037], ['Boston', 2.1874002181207084], ['Boston', 1.7296915329604494], ['Philapedia', 3.3496068426127175], ['Philapedia', 4.022920680297108], ['Boston', 1.837254483948206], ['Boston', 1.4987599545829777], ['Boston', 1.8380235413071968]]
[['New York City', 1.4007177794860666], ['Philapedia', 3.8268923998399202], ['Boston', 2.531196231005044], ['Seattle', 4.669395925074796], ['Seattle', 4.509799104225], ['Seattle', 4.578746830926796], ['Philapedia', 3.600080981667871], ['Philapedia', 3.8959127522566797], ['Philapedia', 3.7793082119068253], ['Philapedia', 3.8316926906699615]]
[['Seattle', 5.186260332125684], ['Boston', 1.7445015559361146], ['Boston', 1.8239643908467758], ['Seattle', 4.604195246597887], ['New York City', 0.9587005655863555], ['Seattle', 4.94083029829528], ['Seattle', 5.115583257081458], ['Boston', 2.539686105624724], ['Washington D.C.', 2.8312585901650467], ['Seattle', 5.4660114438990215]]
[['Philapedia', 4.470606118676915], ['Seattle', 4.757893637290884], ['New York City', 1.2017727472773705], ['Boston', 2.138870079068377], ['Philapedia', 4.102154177022387], ['Seattle', 5.1012563601873815], ['Philapedia', 3.934728318703688], ['Seattle', 4.855780878672921], ['Philapedia', 3.771024203577778], ['New York City', 1.7200413640025527]]
[['New York City', 1.3712821106865847], ['New York City', 1.121181431361956], ['New York City', 0.9817624265890748], ['Washington D.C.', 3.4832703035930104], ['New York City', 0.9557417814424177], ['Philapedia', 3.8951473180861322], ['Boston', 1.1470439096462968], ['Boston', 2.408668090631853], ['New York City', 0.8669121603145642], ['Boston', 1.6606536626369133]]
[['Philapedia', 3.9246274168794835], ['Philapedia', 3.9962778277979387], ['Philapedia', 4.087378653297242], ['Boston', 2.243024155557938], ['New York City', 0.7181285896044965], ['Philapedia', 3.8602172656719986], ['Boston', 1.5832492354337253], ['New York City', 0.8703719020370837], ['Philapedia', 4.260527943476128], ['Philapedia', 4.424573640944989]]
[['New York City', 0.928351598454989], ['New York City', 0.7540701313958484], ['Philapedia', 3.9310888680245637], ['Boston', 2.265071510202911], ['Boston', 2.469526334323801], ['Philapedia', 3.7387578280968516], ['Boston', 1.5735893491637634], ['Philapedia', 3.770124272951291], ['New York City', 0.9940828983719489], ['Philapedia', 3.844225258655038]]
[['Philapedia', 3.5921679455663127], ['Boston', 1.8626948932089888], ['Seattle', 4.522374118420473], ['Seattle', 4.898432371906635], ['Washington D.C.', 2.9674545656330236], ['Philapedia', 3.4019193014410813], ['Boston', 2.357617870700795], ['Philapedia', 4.070710990052236], ['Washington D.C.', 2.9786261817638504], ['Boston', 1.9448677411250186]]
[['Seattle', 5.412798301785501], ['Washington D.C.', 3.24145937055519], ['New York City', 1.0574618663414925], ['Philapedia', 4.188022298740167], ['Washington D.C.', 2.5276867764688484], ['Seattle', 4.700499373806612], ['Seattle', 5.315951925731641], ['Washington D.C.', 3.485554975644369], ['Philapedia', 3.437055901582127], ['Washington D.C.', 2.8469044513628416]]
[['Philapedia', 3.771626449336801], ['Philapedia', 3.685890731055324], ['Philapedia', 4.182491883893594], ['Seattle', 4.803950099084669], ['Seattle', 5.409487352048992], ['Washington D.C.', 2.4886649621497554], ['Washington D.C.', 2.3604613241367325], ['Seattle', 5.120769933760902], ['Philapedia', 3.8208853392335858], ['New York City', 0.7937046416718211]]
[['Philapedia', 4.34800889644365], ['Boston', 2.0804097584919714], ['Philapedia', 3.9899261541545044], ['Boston', 1.853977575700431], ['Seattle', 5.273822538277303], ['Seattle', 4.886802197098489], ['Boston', 2.2982584823639534], ['Boston', 1.9918181206491545], ['Boston', 1.4649276566841247], ['Washington D.C.', 3.2186452502187164]]
[['Boston', 1.8339882851964497], ['Boston', 1.8334266953440692], ['Philapedia', 4.28368675730286], ['Washington D.C.', 3.011526424806009], ['Washington D.C.', 3.362424110285782], ['Boston', 1.9671058100865415], ['Philapedia', 3.954284039963619], ['Boston', 2.193888689369507], ['Philapedia', 4.334611452167818], ['Philapedia', 4.027740389402476]]
[['Boston', 2.138740048049628], ['Philapedia', 4.155671664044949], ['Boston', 2.475600118329669], ['Boston', 1.8818633673387097], ['Boston', 2.151794958731188], ['Philapedia', 3.7828164072723958], ['Seattle', 4.702936737349756], ['Boston', 1.67670463258892], ['Boston', 1.7395265125686594], ['Philapedia', 4.0076448877703745]]
[['Philapedia', 3.9580107411494736], ['Boston', 1.9889266369422103], ['Washington D.C.', 2.857711409255007], ['Boston', 1.6496135509211611], ['Boston', 1.9248548251415505], ['Boston', 1.895917913593329], ['Boston', 1.8984683207396538], ['Boston', 2.208557004747177], ['Philapedia', 4.092995579352147], ['Washington D.C.', 2.646236111081609]]
[['Boston', 2.5777519359211407], ['Seattle', 5.263589725909171], ['Seattle', 4.996603365818724], ['Washington D.C.', 2.9028082468215888], ['Seattle', 5.294749058452983], ['Seattle', 4.6475436251360005], ['New York City', 1.280498922111005], ['New York City', 1.154692053356566], ['Seattle', 4.665356043444317], ['Boston', 1.8056185311474644]]
[['Boston', 1.7792103769809786], ['Boston', 1.4056022862393296], ['Seattle', 5.045632640357208], ['Seattle', 4.578349664896951], ['Seattle', 4.805249727873802], ['Seattle', 5.342367801778731], ['Seattle', 4.9598276361317755], ['New York City', 1.020472192675093], ['Seattle', 4.892945153901432], ['Seattle', 5.2052987650186635]]
